능력단위코드,능력단위명,정의,대분류,중분류,소분류,세분류,지식,기술,태도,검색키워드
2001020104,SW아키텍처 요소기술선정,SW아키텍처 요소기술선정이란 SW아키텍처의 기능 요구사항과 비기능 요구사항을 충족시키는 요소기술을 파악하고 검증하는 능력이다.,정보통신,정보기술,정보기술개발,SW아키텍처,IT 기술 동향 | IT 정책 동향 | IT 제품 동향,IT 기술 동향 분석 기술 | 도입 상용제품 검증 능력 | 도입 상용제품 검증 능력,IT동향을 분석하고 적극적으로 이해하려는 태도 | 논리적 사고와 판단을 하려는 태도 | 논리적 사고와 판단을 하려는 태도,백엔드 개발
0803020516,게임 UI/UX 기획,게임 UI/UX 기획이란 사용자가 게임 플레이를 원활하게 진행할 수 있도록게임화면을 구성하고 조작방식을 기획하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,게임 시스템에 대한 지식 | 게임 시스템에 대한 지식 | 게임 화면의 구성에 대한 지식,게임특성에 따른 조작표현능력 | 시스템 기획을 바탕으로 게임의 조작을 이해하고 분석할 수 있는 능력 | 시스템기획을 바탕으로 필요한 기능을 설정하는 능력,기획 의도와 게임 시스템 구성을 이해하려는 태도 | 기획 의도와 게임 시스템 구성을 이해하려는 태도 | 사용자의 입장에서 시스템을 바라보는 태도,백엔드 개발
0803020533,게임 웹 프로그래밍,"게임 웹 프로그래밍이란 소켓 네트워크 통신이 아닌 http 프로토콜을 사용하여 비동기식의 캐주얼 게임과 웹 게임을 운영하도록 백엔드 단의 게임웹서비스를 설계하고 게임 웹서비스를 구현하며, 웹서비스 응용 프로그램을 구현하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,http 프로토콜 프로그래밍에 대한 지식 | http 프로토콜 프로그래밍에 대한 지식 | http 프로토콜 프로그래밍에 대한 지식,http 프로그래밍 언어 작성 능력 | http 프로그래밍 언어 작성 능력 | http 프로그래밍 언어 작성 능력,공학적 치밀함 | 공학적 치밀함 | 공학적 치밀함,백엔드 개발
2001010809,핀테크 기술 전략 수립,핀테크 기술 전략 수립은 핀테크 비즈니스 경쟁력을 높이기 위하여 핀테크 위험요소와 경제성을 분석한 후 핀테크 기술 실행 전략을 수립하는 능력이다.,정보통신,정보기술,정보기술전략·계획,핀테크기술기획,IT 기술로드맵 | 기업회계 기준 | 기업회계 기준,사업위험 발생가능성과 영향도 측정 능력 | 성과지표 항목 도출 및 명세 정의 능력 | 소요자원 분석 능력,객관적 업무 추진 태도 | 객관적 업무 추진 태도 | 객관적 업무 추진 태도,백엔드 개발
2002030807,콘텐츠네트워크서비스시스템 구축,콘텐츠네트워크서비스시스템 구축이란 콘텐츠 전송 네트워크서비스를 제공하기 위하여 기간통신사업자와의 협력에 의하여 서비스 전송망 및 시스템을 구성하고 관련 애플리케이션을 설치하는 능력이다.,정보통신,통신기술,통신서비스,콘텐츠네트워크서비스,네트워크 비상복구에 대한 지식 | 네트워크 통신방식과 매체에 대한 지식 | 네트워크 품질관리에 대한 지식,네트워크 성능을 위한 품질관리 능력 | 네트워크 아키텍처 설계도 작성능력 | 네트워크 장비에 대한 명세서 작업능력,고객요청에 대한 적극적인 수용자세 | 고객의 요구사항 적극적 수용 | 기술과 비즈니스의 상호 관련성 수용,백엔드 개발
2001020225,화면 구현,화면 구현이란 UI 요구사항을 확인하여 설계한 UI 설계를 기반으로 화면을구현하는 능력이다.,정보통신,정보기술,정보기술개발,응용SW엔지니어링,UI 구현 기술 개념과 적용 원리 | UI 구현 절차 | UI 설계 절차,UI 구현 기술 | UI 내비게이션 작성 도구 활용 능력 | UI 내비게이션 작성 도구 활용 능력,UI 표준 및 지침 준수 | 고품질의 소프트웨어를 개발하려는 의지 | 고품질의 소프트웨어를 개발하려는 의지,백엔드 개발
0803020529,게임 UI/UX 프로그래밍,"게임 UI/UX 프로그래밍은 사용자의 이용 행태와 트렌드 및 기술 환경을분석하고 새로운 사용자 경험(UX) 모델을 제시하여 이를 현실화 시킬 수있도록, 게임 UI/UX 설계하기, 게임 UI/UX 요소 프로그래밍, 게임 UI 프레임워크 프로그래밍을 할 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,UI/UX 개념 | 개발 및 제작 프로세스 | 개발 및 제작 프로세스,CSS(Cascading Style Sheets) 사용 기술 | CSS(Cascading Style Sheets) 사용 기술 | HTML(HyperText Markup Language) 사용 기술,개발 결과물 확인하는 태도 | 개발 결과물 확인하는 태도 | 논리적 사고와 판단을 할 수 있는 태도,백엔드 개발
0803020534,게임 네트워크 프로그래밍,"게임 네트워크 프로그래밍이란 온라인게임 뿐만 아니라 플랫폼 독립적으로 유무선 네트워크를 통하는 게임의 서버 컴퓨터에서, 게임이 원활하게운영되도록 게임 서버 시스템 설계하고, 네트워크 프로그램 구현하고, 게임 서버 응용 프로그램을 구현하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,. | 각 Peer의 동기화 방법에 대한 이해 | 네트워크 API에 대한 지식,. | 네트워크 API 활용 능력 | 네트워크 API 활용 능력,. | 검증된 라이브러리를 적극적으로 활용하려는 태도 | 검증된 라이브러리를 적극적으로 활용하려는 태도,백엔드 개발
2001021003,핀테크 인터페이스 설계,핀테크 인터페이스 설계란 핀테크 소프트웨어 개발을 위해 요구사항을 근거로 인터페이스 대상을 추출하고 핀테크 내부 인터페이스와 외부 인터페이스를 설계하는 능력이다.,정보통신,정보기술,정보기술개발,핀테크엔지니어링,Open API(Open Application Programming Inerface) 구현 및 활용 지침 | Open API(Open Application Programming Inerface) 구현 및 활용 지침 | 금융시스템 업무 절차,Open API(Open Application Programming Inerface) 활용 능력 | Open API(Open Application Programming Inerface) 활용 능력 | 인터페이스 설계서 분석 능력,사내 표준 프로세스 준수 | 사내 프로젝트 관리 절차 준수 | 소프트웨어 설계 업무 파악에 대한 적극적인 태도,백엔드 개발
0803020913,스마트문화앱 구현,"스마트문화앱 구현이란 수립된 앱 개발계획과 시스템설계서, UI/UX 디자인을 기반으로 앱 개발을 수행하기 위한 프로그래밍 계획을 수립하고 프로그래밍과 멀티미디어를 연동하여 앱을 구현하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,스마트문화앱콘텐츠제작,"UI/UX 개발 지식 | 관련 프로그래밍언어(Java, Kotlin, Objective C, Swift)에 대한 지식 | 데이터 아키텍처와 데이터 모델링에 대한 개념",DB 스키마 분석 능력 | DB 스키마 분석 능력 | 개발 SDK 운영 기술,고객 및 요구사항에 다하여 적극적으로 분석하는 태도 | 고객 및 요구사항에 대하여 적극적으로 분석하는 태도 | 기술 및 도구에 대한 적극적으로 배우고 활용하고자 하는 적극성,백엔드 개발
0403020101,학습시스템 기획,"학습 시스템 기획이란 시스템 사업을 만들기 위해서 시장환경, 고객요구사항, 경쟁사 현황, 학습 시스템 동향, 사업타당성을 분석하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,이러닝시스템개발,구축계획 내용 구성 | 구축방안 내용 구성 | 국·내외 학습 시스템 업체 정보,관리비용 책정 능력 | 구축방안 작성 기술 | 내부 시스템 환경 분석 기술,고객 요구사항을 모든 판단과 활동의 기준으로 하는 이해심 | 고객의 요구에 대한 이해심 | 문제에 대해 파악하고 설명하는 태도,백엔드 개발
0301010106,전자금융 서비스,"전자금융 서비스란 고객이 은행방문 없이 전자금융 서비스를 이용하도록하기 위해 본인확인과 전자금융 이용방법을 설명하여 인터넷·모바일·텔레뱅킹을 등록, 제신고, 해지하는 능력이다.",금융·보험,금융,금융영업,창구사무,개인·기업 인터넷뱅킹 이용절차 | 공인인증서 | 공인인증서 발급절차,SMS 통지서비스 안내능력 | 공인인증서 관리능력 | 단말기 조작능력,모바일뱅킹 거래를 정확하게 처리하려는 태도 | 모바일뱅킹 업무 처리 시 고객을 친절하게 응대하는 태도 | 인터넷뱅킹 거래를 정확하게 처리하려는 태도,백엔드 개발
2001010611,IoT 서비스 관리계획 수립,"IoT 서비스 관리계획 수립은 대상 서비스 운영을 위하여, IoT 유지보수 운영계획, 고객 요구사항 관리계획, 고객지원 계획, 협력업체 관리계획을 수립하는 능력이다.",정보통신,정보기술,정보기술전략·계획,IoT융합서비스기획,IoT 서비스 사용자 도메인에 대한 업무 정의서 | IoT 서비스 사용자 도메인에 대한 업무 정의서 | IoT 서비스 사용자 도메인에 대한 업무 정의서,IoT 서비스 개선항목 도출 능력 | IoT 서비스 관련 이해관계자와의 의사소틍 능력 | IoT 서비스 모니터링 도구 사용 능력,IoT 서비스 관련 정보를 분석하고 정리할 수 있는 노력 | IoT 서비스 시장 환경 및 추세에 대한 지속적인 관심 | IoT 서비스를 위한 이해 관계자들과의 의사소통 노력,백엔드 개발
0301060110,증권 계좌관리,"증권 계좌관리란 계좌개설과 폐쇄, 수탁, 결제업무를 처리하고 고객이 투자한 자산의 만기를 관리하는 능력이다.",금융·보험,금융,증권·외환,증권거래업무,CMA 업무관련 모범규준 | 계좌개설 및 폐쇄 절차 | 계좌관리 시스템 이용 방법,계좌개설 능력 | 계좌관리 시스템 활용 능력 | 세금 처리 능력,사내외 규정을 준수 | 세심한 업무처리 태도 | 업무규정을 준수하는 태도,백엔드 개발
2001020810,시스템SW 인터페이스 구현,"시스템SW 인터페이스 구현이란 상세 설계 된 내부 인터페이스, 외부 인터페이스를 실제 프로그래밍 언어로 구현하는 능력이다.",정보통신,정보기술,정보기술개발,시스템SW엔지니어링,내부 인터페이스 동작 알고리즘 구현 방법 | 내부 인터페이스 입출력 데이터 구조 구현 방법 | 시스템SW 아키텍처 명세서,동작 알고리즘 공간복잡도 분석 능력 | 동작 알고리즘 공간복잡도 분석 능력 | 동작 알고리즘 시간복잡도 분석 능력,내부 인터페이스 구현에 요구되는 품질 표준 준수 | 내부 인터페이스 동작에 필요한 최적 알고리즘 구현 의지 | 내부 인터페이스 설계서 준수,백엔드 개발
1903050104,부품 시뮬레이션 분석,"부품 시뮬레이션 분석이란 부품규격을 검증하기 위해 하드웨어 구성없이시뮬레이터를 선정하고, 컴퓨터를 활용하여 모델링, 환경설정을 통해 도출된 시뮬레이션 결과를 분석하는 능력이다.",전기·전자,전자기기개발,전자부품개발,전자부품하드웨어개발,,,,백엔드 개발
2001020224,화면 설계,화면 설계란 요구사항분석 단계에서 파악된 화면에 대한 요구사항을 소프트웨어 아키텍처 단계에서 정의된 구현 지침 및 UI/UX 엔지니어가 제시한UI표준과 지침에 따라 화면을 설계하는 능력이다.,정보통신,정보기술,정보기술개발,응용SW엔지니어링,UI 기획 절차 | UI 설계 절차 | UI 표준 및 지침,DE(Integrated Development Environment) 도구 활용 능력 | UI 내비게이션 작성 도구 활용 능력 | UI 설계도구 활용 능력,고품질의 소프트웨어 개발에 대한 의지 | 기술적 위험에 적극적으로 대비하려는 노력 | 단편적인 정보를 종합하여 결과를 만들어가려는 노력,백엔드 개발
